seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,location_altitude,location_speedAccuracy,location_bearingAccuracy,location_latitude,location_altitudeAboveMeanSeaLevel,location_bearing,location_horizontalAccuracy,location_verticalAccuracy,location_longitude,location_speed,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,orientation_yaw,orientation_qx,orientation_qz,orientation_roll,orientation_qw,orientation_qy,orientation_pitch,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,compass_magneticBearing,accelerometer_z,accelerometer_y,accelerometer_x
1.000000,-0.037483,0.145432,0.103266,,,,,,,,,,,-0.039559,0.143022,0.081495,2.059395,0.131683,0.833829,-0.047807,0.507106,0.173831,0.437249,-0.885863,-0.433748,-0.020845,161.034344,0.084164,-0.050130,0.172058
1.100000,-0.108292,0.035679,-0.327370,,,,,,,,,,,-0.104066,0.033557,-0.299628,2.048490,0.119352,0.834820,-0.035150,0.512033,0.163090,0.405571,-0.944426,-0.381744,-0.023639,161.297311,-0.206577,0.094703,0.053672
1.200000,0.063107,-0.413663,-0.251642,,,,,,,,,,,0.065142,-0.416643,-0.258537,2.046442,0.124017,0.834161,-0.051627,0.514546,0.154750,0.396096,-0.910663,-0.399240,-0.052148,159.955380,0.253525,-0.205339,0.116723
1.300000,0.056951,0.028168,-0.200835,,,,,,,,,,,0.058798,0.023342,-0.214950,2.053431,0.128180,0.836192,-0.073640,0.513975,0.142020,0.378233,-0.912102,-0.358632,-0.073882,157.872864,0.074955,0.063347,-0.077567
1.400000,0.037416,-0.124335,-0.274128,,,,,,,,,,,0.038776,-0.131699,-0.262308,2.056076,0.120851,0.839671,-0.077847,0.514216,0.126112,0.342751,-0.973337,-0.336247,-0.062126,156.542501,-0.275638,-0.002243,0.077605
1.500000,0.000314,0.070072,-0.055776,,,,,,,,,,,0.001415,0.072362,-0.057469,2.057865,0.121388,0.840468,-0.084934,0.514160,0.120477,0.333488,-0.939334,-0.340224,-0.074982,155.654967,-0.020461,-0.105594,0.067853
1.600000,0.016366,0.110538,0.148313,,,,,,,,,,,0.018116,0.107116,0.153090,2.058521,0.117403,0.841125,-0.074596,0.513206,0.123849,0.335088,-0.951721,-0.335545,-0.081401,156.484809,-0.097854,-0.065661,-0.108037
1.700000,0.044903,0.088958,0.020995,,,,,,,,,,,0.046141,0.083575,0.015531,2.063466,0.116424,0.841896,-0.065553,0.510189,0.131761,0.347615,-0.917180,-0.337015,-0.070381,157.187833,0.205799,0.035704,-0.086237
1.800000,-0.003381,0.065835,0.045734,,,,,,,,,,,-0.003578,0.065825,0.041320,2.066610,0.114750,0.842762,-0.060401,0.508435,0.134451,0.350435,-0.935684,-0.338301,-0.068428,157.549040,0.017872,0.049078,-0.115055
1.900000,-0.029985,0.016302,0.101683,,,,,,,,,,,-0.027718,0.009187,0.105384,2.064297,0.112192,0.842457,-0.052962,0.508849,0.136920,0.352108,-0.946698,-0.344783,-0.054326,158.178477,-0.091941,0.000890,-0.045473
2.000000,-0.001716,-0.186224,-0.025025,,,,,,,,,,,-0.000885,-0.194648,-0.027775,2.063659,0.116415,0.841418,-0.059138,0.509329,0.137985,0.358421,-0.937099,-0.351317,-0.052455,158.077572,-0.022544,-0.005106,0.028373
2.100000,0.039036,-0.145719,-0.065558,151.107605,-1.000000,-1.000000,52.223657,120.517605,314.296875,32.129327,64.000000,20.941242,6.140000,0.040564,-0.140510,-0.068053,2.066045,0.124585,0.841001,-0.080962,0.509897,0.131125,0.355013,-0.918887,-0.347708,-0.075510,156.350656,0.153657,-0.001044,0.003168
2.200000,0.161564,-0.337800,-0.234517,,,,,,,,,,,0.175619,-0.383953,-0.216859,2.071031,0.123537,0.843274,-0.090333,0.508849,0.121024,0.336128,-0.834099,-0.330240,-0.126724,155.240157,1.039356,-0.004150,-0.407461
2.300000,1.174084,-2.247286,0.581469,,,,,,,,,,,1.204067,-2.302449,0.552073,2.147495,0.187983,0.847488,-0.238802,0.484405,0.101356,0.360751,-0.426733,-0.272156,-0.207414,146.303082,4.701861,0.792103,0.126158
2.400000,1.377971,-2.868348,0.093720,,,,,,,,,,,1.362685,-2.777283,0.049664,2.300694,0.331374,0.838981,-0.603508,0.428213,0.023413,0.327728,-0.638300,-0.154454,-0.684520,122.166195,1.342589,1.641786,-1.468009
2.500000,0.554371,0.435723,-1.091494,,,,,,,,,,,0.536810,0.435573,-1.047580,2.337275,0.346114,0.848197,-0.688183,0.398149,-0.043408,0.203412,-1.163655,-0.162062,-0.698714,98.687059,-3.997606,0.390594,-0.757342
2.600000,0.037434,1.508712,-0.587355,,,,,,,,,,,0.033271,1.529172,-0.579183,2.319973,0.299772,0.863990,-0.606135,0.399632,-0.056856,0.141644,-1.133914,-0.263351,-0.603752,93.637981,-3.151973,-1.198357,-0.398877
2.700000,0.133378,0.461800,0.026109,,,,,,,,,,,0.139081,0.440870,0.034497,2.307773,0.245731,0.879352,-0.492468,0.405224,-0.046029,0.118497,-0.907861,-0.179459,-0.403416,97.582070,-0.322804,-0.600543,0.647679
2.800000,0.354141,-0.212949,-0.236669,,,,,,,,,,,0.361212,-0.254062,-0.243807,2.325846,0.234414,0.886507,-0.472853,0.396062,-0.047269,0.102042,-0.804504,-0.156592,-0.428398,99.560389,0.794775,-0.536756,0.241438
2.900000,0.667298,-1.048151,-0.172263,,,,,,,,,,,0.675775,-1.058974,-0.162275,2.355914,0.258277,0.886616,-0.545230,0.374867,-0.079848,0.051899,-0.818813,-0.007414,-0.496304,97.260210,0.339117,0.435948,0.209427
3.000000,0.464533,-0.171031,-0.243470,,,,,,,,,,,0.456115,-0.144434,-0.253755,2.405490,0.290048,0.886754,-0.628362,0.343605,-0.106767,0.009958,-0.854070,-0.050334,-0.676256,96.068867,-0.443508,-0.395968,-0.868299
3.100000,0.145344,-0.302241,0.020894,151.820557,4.670000,45.508287,52.223662,121.230556,314.296875,23.511452,64.000000,20.941221,6.140000,0.137195,-0.310182,0.017432,2.423416,0.291736,0.889548,-0.641227,0.330579,-0.119514,-0.019769,-0.840404,-0.054912,-0.636165,94.504281,-0.384714,-0.732359,-0.373888
3.200000,0.037283,-0.834127,0.117528,,,,,,,,,,,0.042536,-0.864274,0.121453,2.428038,0.312392,0.883287,-0.688028,0.325320,-0.127411,-0.021882,-0.729576,0.005745,-0.612723,94.391995,0.416955,-0.158231,0.215358
3.300000,1.095637,-3.467221,1.012461,,,,,,,,,,,1.135278,-3.582862,1.077797,2.481794,0.393744,0.858643,-0.870334,0.286958,-0.149510,-0.033063,-0.385748,0.215936,-0.417088,93.951338,2.504814,1.793450,3.366353
3.400000,3.388405,-5.624858,2.440397,,,,,,,,,,,3.439518,-5.601804,2.478278,2.732609,0.598749,0.765978,-1.354624,0.109326,-0.180748,-0.154118,-0.138966,0.678461,-0.527406,86.042167,0.703845,5.154327,4.146294
3.500000,3.153984,-2.327424,3.068450,,,,,,,,,,,3.095184,-2.237704,3.032749,1.798558,0.707788,0.654268,-1.667870,-0.159639,-0.201171,-0.514761,0.075685,0.696373,-1.440913,57.596495,-0.071331,2.026222,-5.681516
3.600000,-0.654037,-0.141365,1.169287,,,,,,,,,,,-0.731012,-0.139854,1.117016,-2.980281,0.700076,0.629153,-1.621401,-0.290517,-0.171020,-0.671127,0.402295,0.138785,-1.534749,42.098518,3.559739,-4.735685,-7.385893
3.700000,-1.162120,-1.276210,0.265647,,,,,,,,,,,-1.130985,-1.261145,0.237810,-2.883923,0.724164,0.623096,-1.648298,-0.279752,-0.090665,-0.545484,0.370023,0.342598,-0.760310,46.542133,2.974607,-1.725431,0.892378
3.800000,0.118729,-0.450810,0.109456,,,,,,,,,,,0.165289,-0.443195,0.109298,-2.878454,0.750660,0.602873,-1.722812,-0.263681,-0.058532,-0.485364,0.051476,0.512500,-0.707646,50.845957,-0.808524,0.450981,1.633454
3.900000,1.474358,0.840518,-0.689293,,,,,,,,,,,1.488338,0.789550,-0.672151,-2.940961,0.738130,0.604273,-1.710473,-0.276238,-0.113048,-0.576565,0.197137,0.781071,-1.148773,46.446776,0.786214,2.317724,-3.132698
4.000000,2.041348,-1.379586,0.730183,,,,,,,,,,,2.010314,-1.308467,0.733437,-2.970409,0.742476,0.549480,-1.798207,-0.341050,-0.169312,-0.766846,0.023352,0.677972,-0.667885,33.669991,-1.341531,-0.138463,0.311291
4.100000,2.146191,0.347430,0.276607,148.419006,1.250000,51.612857,52.223576,117.829006,314.296875,11.682242,3.000000,20.941317,6.140000,2.212562,0.275542,0.279779,-2.938596,0.710866,0.531593,-1.754250,-0.403720,-0.218307,-0.939369,0.233830,0.733376,-0.507031,23.748476,1.238172,-0.705032,0.701782
4.200000,1.907016,0.027850,0.482468,,,,,,,,,,,1.865523,0.099468,0.471729,-2.968342,0.685778,0.466848,-1.830180,-0.482133,-0.280219,-1.177466,0.004695,0.753505,-0.327367,10.151900,-0.917658,-1.654634,0.416539
4.300000,2.187110,-0.573733,-0.041111,,,,,,,,,,,2.201423,-0.595266,-0.001011,1.129719,0.650289,0.417785,-2.113358,-0.527994,-0.350075,-1.369000,0.093933,0.898567,-0.272925,179.597754,0.023307,-0.780710,-0.975110
4.400000,2.445918,-0.551651,0.701061,,,,,,,,,,,2.444870,-0.629442,0.643158,1.254454,0.592625,0.354210,0.501117,-0.599448,-0.402860,-1.474554,0.084898,0.861378,0.204712,346.282291,0.554680,-1.304938,1.390017
4.500000,0.164303,-1.018348,-0.838703,,,,,,,,,,,0.120525,-0.956143,-0.838563,0.650112,0.585685,0.264167,1.643483,-0.649858,-0.405510,-1.349718,0.069556,1.359389,0.003354,334.356280,0.531755,3.764522,-2.103753
4.600000,-0.747284,0.107314,-0.288977,,,,,,,,,,,-0.798282,0.083025,-0.252289,1.048800,0.621298,0.253313,2.004157,-0.628322,-0.393571,-1.371132,0.000276,1.246571,0.167795,335.160843,-0.800833,2.614040,-0.117734
4.700000,-0.067065,-0.985581,-0.115071,,,,,,,,,,,-0.012241,-0.981609,-0.138346,1.244945,0.641837,0.258683,2.138985,-0.630444,-0.351234,-1.438639,0.079457,0.885172,0.168176,338.319942,0.084460,-1.039962,0.562575
4.800000,-0.308636,-0.114320,-0.358072,,,,,,,,,,,-0.316896,-0.094591,-0.356519,1.484480,0.660743,0.238801,2.328004,-0.625905,-0.338502,-1.420724,0.114882,0.971951,0.198547,337.389645,0.122447,-0.164829,0.886136
4.900000,-0.535566,0.906633,0.104626,,,,,,,,,,,-0.525992,0.945743,0.138585,1.847779,0.674037,0.255554,2.711108,-0.606877,-0.334486,-1.423244,0.015805,0.960275,0.044342,339.725714,-1.143963,-0.282704,-0.168276
5.000000,-0.772704,-0.188614,0.047224,,,,,,,,,,,-0.778253,-0.248523,0.004919,2.285312,0.666327,0.302433,-0.553279,-0.595344,-0.331580,-1.459653,0.260291,1.082062,-0.086319,344.871972,1.492288,0.865320,-0.765789
5.100000,0.001649,-0.045490,0.089350,149.786133,0.980000,50.512780,52.223516,119.196133,314.296875,7.869310,3.000000,20.941317,0.600000,0.026013,-0.060881,0.109296,2.678823,0.679243,0.309549,-2.694922,-0.588646,-0.310309,-1.442567,0.107657,0.934526,0.068730,347.153185,-0.075302,-0.561444,1.215290
5.200000,0.203961,0.018895,-0.006484,,,,,,,,,,,0.181728,0.068235,0.006134,2.530969,0.680356,0.292679,-2.874553,-0.597561,-0.307118,-1.451436,-0.055588,1.049307,0.041267,345.532807,-1.667461,0.553410,0.710483
5.300000,0.443271,1.643713,0.038411,,,,,,,,,,,0.460015,1.656656,0.046064,2.434483,0.661550,0.319869,-2.881785,-0.588374,-0.336359,-1.462960,0.422012,0.897922,-0.000667,346.583501,3.131098,-0.944035,0.262990
5.400000,0.389555,-1.705517,0.210352,,,,,,,,,,,0.395638,-1.765251,0.185241,2.033725,0.641140,0.319691,-0.123064,-0.603545,-0.348056,-1.502149,-0.018985,1.085402,-0.362332,345.494558,-0.825332,0.861785,-3.653062
5.500000,0.498776,-0.277825,0.130087,,,,,,,,,,,0.463333,-0.247346,0.106709,1.333142,0.647050,0.261894,2.197617,-0.635447,-0.329765,-1.470910,0.039302,0.950012,0.132230,339.892746,-0.153300,-0.440423,0.511140
5.600000,0.715120,-0.954159,0.153179,,,,,,,,,,,0.771889,-0.983387,0.177008,1.180488,0.646399,0.232400,1.999301,-0.647453,-0.329059,-1.431824,0.075432,1.213269,0.263278,336.706040,0.226871,2.188594,1.352342
5.700000,0.438643,0.410003,-0.191246,,,,,,,,,,,0.425113,0.410034,-0.189571,0.990480,0.634790,0.202810,1.791475,-0.660539,-0.345597,-1.365145,0.017160,0.886002,0.115215,332.665321,-0.273566,-0.910515,-0.821643
5.800000,-0.327000,3.692184,0.557693,,,,,,,,,,,-0.354997,3.672395,0.569298,0.742800,0.580187,0.295732,1.834094,-0.619840,-0.432986,-1.367343,0.069872,0.908340,-0.065608,336.422920,0.176175,-0.696029,-2.549399
5.900000,-0.680968,-0.238135,0.129891,,,,,,,,,,,-0.670273,-0.262847,0.120603,0.878720,0.579424,0.342004,2.064326,-0.590232,-0.445900,-1.422798,0.093245,0.924055,0.171536,341.705242,0.235093,-0.636049,0.407118
6.000000,-1.438283,-0.693812,-0.143134,,,,,,,,,,,-1.470626,-0.694940,-0.141490,1.602693,0.610002,0.355514,1.480787,-0.581368,-0.403693,-1.482412,0.093463,0.891574,-0.032376,345.909279,0.218939,-1.024028,-0.667571
6.100000,-1.318249,-0.456615,0.026544,148.861694,1.180000,57.791842,52.223504,118.271694,167.695312,6.905271,3.000000,20.941319,1.260000,-1.380197,-0.381887,0.028731,1.091367,0.648664,0.380948,-2.229310,-0.562246,-0.342906,-1.434935,0.077382,0.972418,-0.164960,352.727364,0.000595,-0.175843,-0.552895
6.200000,0.159493,-0.064957,-0.068142,,,,,,,,,,,0.102622,-0.178442,-0.073567,-2.465333,0.664632,0.383628,-2.054561,-0.558048,-0.315694,-1.391726,0.182199,1.192836,-0.055292,355.282488,0.974682,2.047913,1.003245
6.300000,0.571136,-0.488688,-0.042712,,,,,,,,,,,0.528982,-0.537735,-0.045095,3.030729,0.668921,0.360538,-2.248484,-0.566901,-0.317779,-1.413553,0.049345,0.911804,-0.044702,352.812375,-0.466433,-0.743423,0.757887
6.400000,0.580813,0.163828,0.165676,,,,,,,,,,,0.646326,0.206678,0.165060,2.643191,0.656889,0.339989,-2.637308,-0.581467,-0.338690,-1.463337,0.125478,1.017056,-0.214990,348.799485,0.322851,0.224714,-1.590766
6.500000,0.134080,-0.039017,0.230243,,,,,,,,,,,0.120853,-0.031957,0.213396,2.494205,0.646471,0.337183,-2.781259,-0.591010,-0.345072,-1.491527,0.087111,1.005415,-0.075060,347.409611,0.128475,0.084182,-0.460733
6.600000,0.276002,-0.052178,0.330475,,,,,,,,,,,0.269865,-0.054968,0.327602,2.241659,0.634996,0.333875,-1.154319,-0.604987,-0.345344,-1.524804,0.069160,1.003822,-0.043251,346.226303,0.236961,0.048311,-0.363711
6.700000,0.288258,-0.101766,0.356465,,,,,,,,,,,0.285243,-0.114526,0.355530,1.089491,0.621125,0.328670,2.084642,-0.621481,-0.346263,-1.543000,0.051595,1.011975,-0.009558,344.780438,0.393978,0.121292,-0.310324
6.800000,0.333760,-0.145954,0.347081,,,,,,,,,,,0.345859,-0.143835,0.357528,0.179959,0.605503,0.321483,1.166030,-0.639667,-0.347540,-1.509746,0.015544,1.000735,-0.015364,342.986036,0.398840,0.026323,-0.692747
6.900000,0.127864,0.236669,0.114125,,,,,,,,,,,0.142569,0.174020,0.127934,0.036530,0.594656,0.316783,1.018987,-0.650994,-0.349598,-1.478558,-0.022154,0.997749,0.070480,341.692252,0.256386,0.019731,-0.077931
7.000000,0.191456,0.576160,-0.116290,,,,,,,,,,,0.178575,0.564539,-0.099541,0.083427,0.583936,0.327688,1.115555,-0.644401,-0.369204,-1.466811,0.004405,1.002797,0.131264,341.673328,0.487367,0.080465,0.374264
7.100000,0.090588,0.600728,-0.306220,147.698425,1.160000,57.882165,52.223524,117.108425,16.171875,7.007458,3.000000,20.941269,1.260000,0.107340,0.613217,-0.298411,0.338754,0.576849,0.336953,1.436260,-0.627705,-0.399501,-1.456240,-0.013441,0.998216,0.029193,341.637936,0.017023,0.046788,-0.819049
7.200000,0.009807,0.468759,-0.274043,,,,,,,,,,,0.011084,0.508029,-0.292677,0.612283,0.576183,0.345892,1.765305,-0.607324,-0.423617,-1.451947,0.016974,0.979401,0.088522,342.389185,-0.058622,-0.132822,-0.268300
7.300000,0.086017,-0.162816,-0.048649,,,,,,,,,,,0.091702,-0.125982,-0.050985,0.684747,0.575669,0.345659,1.850934,-0.602475,-0.431443,-1.443593,0.060286,0.978160,-0.035223,342.365821,0.247207,-0.134897,-1.540841
7.400000,0.023091,-0.877990,-0.291228,,,,,,,,,,,0.032556,-0.826149,-0.232993,0.744640,0.584847,0.329971,1.867600,-0.609460,-0.421267,-1.436806,0.141473,1.067082,-0.005754,341.312596,1.003254,0.745821,-1.307853
7.500000,-0.485787,-1.436662,-1.226094,,,,,,,,,,,-0.452114,-1.356880,-1.157916,1.254700,0.628230,0.287117,2.261656,-0.606420,-0.392978,-1.414132,0.318944,1.176039,-0.034163,339.274868,2.155217,1.847199,-1.477780
7.600000,-0.500408,-0.678999,-1.754585,146.764404,0.720000,-1.000000,52.223536,116.174404,-1.000000,7.027330,3.000000,20.941283,0.170000,-0.512875,-0.787905,-1.729176,1.928687,0.699922,0.236006,2.804074,-0.570281,-0.358439,-1.316287,0.270023,1.063844,0.219743,338.246611,0.319731,0.950388,1.381557
7.700000,0.005526,-0.056381,-1.755165,,,,,,,,,,,-0.049358,-0.152786,-1.786921,2.164235,0.759321,0.196779,2.987348,-0.507243,-0.356056,-1.145692,0.366614,0.891737,0.320866,336.574341,-0.396824,-0.177966,2.534694
7.800000,0.317298,0.527899,-1.262285,,,,,,,,,,,0.331235,0.485741,-1.319536,2.161318,0.788774,0.174681,3.017200,-0.443651,-0.387399,-0.989193,0.394469,0.793286,0.182462,333.700702,-1.473691,-0.408938,1.123757
7.900000,0.058244,0.335417,-0.360163,,,,,,,,,,,0.088204,0.376473,-0.421403,2.140880,0.797438,0.175472,3.055294,-0.401791,-0.414505,-0.904829,0.486308,0.575545,-0.086510,333.389188,-1.266694,-2.066547,-1.369953
8.000000,-0.493817,0.202640,-0.257899,,,,,,,,,,,-0.460905,0.256151,-0.202415,2.172692,0.801695,0.188051,1.853584,-0.387618,-0.414230,-0.890272,0.796422,0.676634,-0.087192,335.726742,1.645290,-0.986432,-1.047425
8.100000,-0.148007,-0.854821,-0.867468,,,,,,,,,,,-0.190086,-0.880725,-0.869162,2.231611,0.825411,0.163385,1.854254,-0.366015,-0.397094,-0.824596,0.735124,0.588350,0.147455,332.865906,0.558965,-1.428672,1.237672
8.200000,0.026312,-0.216793,-0.828703,,,,,,,,,,,0.042099,-0.219864,-0.871864,2.239526,0.844688,0.127713,3.073096,-0.337040,-0.395487,-0.734921,0.925525,0.642909,0.183939,324.646919,1.820758,-0.268519,1.304934
8.300000,-0.243238,-0.293828,0.560997,,,,,,,,,,,-0.246454,-0.313667,0.458670,2.257000,0.851955,0.112801,3.053262,-0.334814,-0.386315,-0.717800,1.035042,0.612599,0.162421,320.445192,2.793320,-0.441624,0.941668
8.400000,-0.015101,-0.051287,1.072019,,,,,,,,,,,-0.019086,-0.048400,1.081474,2.256566,0.837858,0.126245,3.039157,-0.376179,-0.374628,-0.811176,0.570638,0.887024,0.016290,323.925863,-0.752544,1.194370,-0.689292
8.500000,0.043538,0.889199,1.189538,,,,,,,,,,,0.043859,0.911800,1.200823,2.243981,0.815726,0.160763,3.068771,-0.409260,-0.375256,-0.908711,0.418463,0.640219,0.066774,330.184871,-1.976693,-0.592726,0.431367
8.600000,-0.411054,1.160789,1.094964,146.415100,0.690000,42.200122,52.223545,115.825100,163.476562,8.942613,3.000000,20.941283,0.950000,-0.421627,1.139159,1.067193,2.272576,0.782177,0.232008,-1.820622,-0.434364,-0.380970,-1.028561,0.885208,0.540419,-0.207474,339.440657,2.556465,-3.490507,-1.536996
8.700000,-0.192578,0.068111,0.770616,,,,,,,,,,,-0.173918,0.045564,0.778309,2.370889,0.762170,0.277805,-2.936895,-0.454580,-0.367603,-1.113519,0.400169,0.974265,-0.152718,346.025103,0.960393,0.338544,-0.927864
8.800000,0.024736,0.325549,0.969921,,,,,,,,,,,0.025611,0.332199,0.971853,2.449794,0.742749,0.297158,-2.862135,-0.486068,-0.351413,-1.197414,0.311868,0.934178,0.023418,347.428973,-0.295929,0.134140,1.361518
8.900000,0.048076,0.697157,1.197124,,,,,,,,,,,0.060137,0.703180,1.190732,2.566501,0.707067,0.334420,-2.697962,-0.515916,-0.348676,-1.298144,0.382877,0.525713,-0.065010,349.770098,0.378683,-4.348392,0.304831
9.000000,-0.190203,0.889171,0.048225,,,,,,,,,,,-0.208550,0.938096,0.068558,2.622937,0.677887,0.370160,-2.559185,-0.519686,-0.364944,-1.346244,0.311784,1.141226,-0.263788,352.247469,2.359771,2.438545,-1.036074
9.100000,-0.102597,0.285425,0.331960,,,,,,,,,,,-0.096868,0.211484,0.307310,2.853980,0.654349,0.414169,-2.246242,-0.513131,-0.370035,-1.360993,0.216702,1.097217,-0.238382,356.260829,0.269322,1.034760,-1.100513
9.200000,-0.002563,0.749075,0.099420,,,,,,,,,,,-0.003254,0.759146,0.082205,2.927199,0.646884,0.425663,-2.152087,-0.512533,-0.370861,-1.365175,0.370366,0.901022,-0.132748,357.158286,2.637555,-0.993839,0.902555
9.300000,-0.272916,-0.026761,-0.238023,,,,,,,,,,,-0.275656,-0.034380,-0.231925,2.905454,0.645956,0.437892,-2.138284,-0.497879,-0.378229,-1.344524,0.251706,0.939511,-0.304005,359.034330,1.718701,-0.545664,-1.491127
9.400000,-0.122378,0.078017,0.364356,,,,,,,,,,,-0.116007,0.095280,0.379523,2.956932,0.652041,0.440217,-2.098213,-0.495202,-0.368498,-1.326044,0.082997,0.947002,-0.087149,216.043956,-0.433030,-0.583650,1.296230
9.500000,0.111108,0.608382,0.351325,,,,,,,,,,,0.105099,0.612088,0.302208,-1.770635,0.626754,0.465778,-1.771389,-0.510438,-0.359788,-1.346084,0.402826,1.234050,-0.135262,1.181353,4.511317,1.204489,1.043358
9.600000,-0.013624,0.510882,0.099285,145.147949,0.750000,30.927315,52.223540,114.557949,161.015625,8.969792,3.000000,20.941290,0.950000,-0.002134,0.502093,0.120986,-3.092625,0.621267,0.480337,-1.786533,-0.494074,-0.372932,-1.334726,-0.342902,0.950940,-0.122231,2.877902,-5.044206,0.323208,1.135755
9.700000,0.092128,0.850899,0.117127,,,,,,,,,,,0.095924,0.851795,0.120833,-3.045967,0.595010,0.500488,-1.665512,-0.489299,-0.394850,-1.358883,-0.023701,0.993179,-0.067012,3.874344,-0.536150,0.959074,1.135253
9.800000,0.136005,0.773860,-0.016786,,,,,,,,,,,0.136590,0.749422,-0.019923,-3.004924,0.565060,0.528366,-1.526081,-0.474534,-0.419779,-1.370522,0.070110,0.985893,-0.236592,6.139070,0.916755,0.213360,-0.238105
9.900000,-0.035761,0.316213,-0.400199,,,,,,,,,,,-0.040010,0.310551,-0.415899,-1.830019,0.553444,0.537040,-1.555530,-0.461520,-0.438439,-1.379542,0.065460,1.045560,-0.132536,7.126253,0.845538,0.742991,0.304299
10.000000,0.083931,0.323986,-0.639613,,,,,,,,,,,0.090330,0.313134,-0.650851,2.916765,0.556128,0.535833,-1.792207,-0.437156,-0.460851,-1.370927,-0.242171,1.226105,0.089677,8.693542,-2.845331,2.111461,2.418329
10.100000,-0.245322,1.198440,-0.851294,,,,,,,,,,,-0.253537,1.242658,-0.844373,2.567271,0.558026,0.532474,-2.077182,-0.400878,-0.493850,-1.341078,0.243376,0.720535,-0.205179,10.710100,0.733302,-2.083311,0.769148
10.200000,-0.242825,-0.030358,-0.772879,,,,,,,,,,,-0.227334,-0.102640,-0.753602,2.375392,0.551665,0.549411,-2.151478,-0.341108,-0.526503,-1.269568,0.368495,0.937596,-0.503439,17.571640,2.652767,0.628848,-3.123107
10.300000,0.088072,0.583363,0.172900,,,,,,,,,,,0.080705,0.606303,0.148328,2.281274,0.558344,0.536557,-2.255950,-0.339290,-0.533905,-1.259623,0.423590,0.998378,-0.225888,17.363006,1.461212,-0.629878,0.524056
